name,url,specialties
Chez TJ,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/chez-tj,"['Pommes soufflé with Kaluga hybrid caviar, parsnip meringue with chicory, and ""Rueben""', 'Chicken fried kale-stuffed quail with truffled red-eye gravy', 'Chocolate cake with huckleberry ganache']"
Protégé,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/protege,"['New Bedford sea scallop, leeks, sorrel, champagne, Golden Ossetra caviar', 'Coddled hen egg, porcini marmalade, parmesan fondue, freshly grated black truffle', 'Pies, fruit tarts , plus daily churned ice creams and sorbets']"
Madera,https://guide.michelin.com/us/en/california/san-francisco/restaurant/madera,"['American ""wagyu"" beef tartare with garlic, chives, horseradish, egg yolk and succulents', 'Sonoma rabbit with hand cut tagliatelle, chanterelles and basil', '""School Days at Madera"" aka the bonbon collection']"
The Village Pub,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-village-pub,"['Octopus carpaccio, smoked paprika oil, tomato confit', 'Pork paillard, jardiniere vegetables, violet mustard', 'Warm beignets with almond anglaise and cranberry compote']"
Plumed Horse,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/plumed-horse,"['Parmesan souffle with uni and crab fondue', 'Heritage chicken with truffle and soup ravioli', 'Almond and fig tart']"
Wakuriya,https://guide.michelin.com/us/en/california/san-francisco/restaurant/wakuriya,"['Miso-butter poached lobster, pork and Napa cabbage mille-feuille style, kabocha soup with aburi mochi', 'Ocean trout and sake, kasu gratin grilled with sake lees sauce', 'Sesame cookie with black sugar jelly and sweet potato mousse']"
Sushi Yoshizumi,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sushi-yoshizumi,"['Hairy crab with ginger dipping sauce, morsels of hairy crab leg meat, flesh dipped in a zippy and pungent ginger sauce', 'Nigiri including needlefish, squid, ear shell clam, triggerfish with liver sauce, maguro, toro, prawn, kohada, katsuo, kinmedai skin, aji, uni, anago', 'Matcha tea crème brûlée']"
Rasa,https://guide.michelin.com/us/en/california/san-francisco/restaurant/rasa,"['Spiced potato patty fritters, soft pav bread, tangy tamarind or cilantro chutney', 'Andhra chicken curry, onion, ginger, poppy seeds, cashew nuts, cilantro, coconut milk, Kerala paratha', 'Coconut espuma mango sorbet, coconut foam, candied basmati rice and pistachio dust']"
Maum,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/maum,
Al's Place,https://guide.michelin.com/us/en/california/san-francisco/restaurant/al-s-place,"['Freshly picked Blue Dane radishes', 'Sweet asparagus spears cooked a la plancha with burrata flecks of salty, crisp crushed potato chips', 'Meyer lemon strawberry tart with lavender ice cream']"
Aster,https://guide.michelin.com/us/en/california/san-francisco/restaurant/aster,
Omakase,https://guide.michelin.com/us/en/california/san-francisco/restaurant/omakase,"['Hokkaido uni chawanmushi', 'A5 Wagyu beef nigiri', 'Lychee panna cotta with shaved coconut ice']"
Commonwealth,https://guide.michelin.com/us/en/california/san-francisco/restaurant/commonwealth,
Luce,https://guide.michelin.com/us/en/california/san-francisco/restaurant/luce,"['Blue Prawn with roasted brown butter, espelette chili and Pistachio', 'Poached chicken with brussel sprouts, dates and pomegranate', 'Maple panna cotta with roasted squash, buttermilk sherbet and pecan crumble']"
Birdsong,https://guide.michelin.com/us/en/california/san-francisco/restaurant/birdsong,"['seaweeds marinated in fishbone vinegar', 'aged duck, heart, gizzard, tongue tart made from the skin, liver & leg', 'apple sorbet, chartreuse, kefir, tart, licorice, sunflower seed, donut, cider, caramel, pate de fruit, peels']"
In Situ,https://guide.michelin.com/us/en/california/san-francisco/restaurant/in-situ,"['Dadinhos de Tapioca, tapioca and cheese fritters', 'Spicy Pork Sausage & Rice Cakes, Sichuan peppercorn, yu choy', 'Honey Custard Tart, satsuma leaf ice cream and satsuma curd']"
Mourad,https://guide.michelin.com/us/en/california/san-francisco/restaurant/mourad,"['Lamb tartare with roasted garlic tahini and crispy lentils', 'Half chicken with marash, preserved lemon, couscous and gaeta olive', 'Yogurt and rosewater mousse with pistachio pain de genes and tayberry sorbet']"
Hashiri,https://guide.michelin.com/us/en/california/san-francisco/restaurant/hashiri,"['Salmon roe starter', 'Golden eye snapper nigiri finished with light squeeze of lemon and salt', 'Honeydew sorbet topped with gold leaf with a cantaloupe puree']"
Angler,https://guide.michelin.com/us/en/california/san-francisco/restaurant/angler,"['Antelope Tartar', 'Whole Petrale sole with smoked butter', 'Milk soft serve ice cream with smoked caramel, cacao nibs, salt']"
Rich Table,https://guide.michelin.com/us/en/california/san-francisco/restaurant/rich-table,"['Chicken liver mousse, waffle and cherry', 'Tonnarelli, sea urchin cacio e pepe, Idiazabal', 'Watermelon ice, cucumber sherbet, mixed melon and mint']"
Kin Khao,https://guide.michelin.com/us/en/california/san-francisco/restaurant/kin-khao,"['Caramelized Pork belly cooked in a clay pot', 'Braised beef cheeks in Massaman curry paste, coconut milk, burnt shallots, potatoes', 'Black rice pudding with caramelized jackfruit in hibiscus, salty coconut cream, puffed rice peanut and sesame praline']"
Michael Mina,https://guide.michelin.com/us/en/california/san-francisco/restaurant/michael-mina,"['Soft shell crab stuffed with cucumber, green almond, and accompanied by spicy chilled tomato and harissa broth', 'Yemenite-style strip steak , tomato and galangal matbucha, summer pepper', 'Muskmelon and coconut panna cotta, burnt fig leaf']"
Sons & Daughters,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sons-daughters,"['Venison and avocado tostada', 'Koji-marinated black cod', 'Peaches and cream']"
Mister Jiu's,https://guide.michelin.com/us/en/california/san-francisco/restaurant/mister-jius,"['Sourdough scallion pancakes', 'Black cod with celery root, black garlic and red kuri squash', 'Dragonwell Milk Tea Ice Cream, warren pear sorbet, shinko pear, bitter pine syrup']"
Nico,https://guide.michelin.com/us/en/california/san-francisco/restaurant/nico,
jū-ni,https://guide.michelin.com/us/en/california/san-francisco/restaurant/ju-ni,"['Sweet Kegani meat with white miso butter, pickled cucumber and scallions', 'Omakase Nigiri and sashimi selection', 'Housemade mochi with sweet azuki paste']"
Keiko à Nob Hill,https://guide.michelin.com/us/en/california/san-francisco/restaurant/keiko-a-nob-hill,"['Ayu fish with Sakura smoke', 'Uni with cauliflower puree', 'Panna cotta with mint ice cream']"
The Progress,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-progress,"['Cavatelli with braised rabbit ,mushrooms, bacon, sage, fresh stone fruit', 'BBQ Liberty Farms half duck with spicy peanuts, thai basil and smoked chili vinegar', 'Peanut milk shot']"
State Bird Provisions,https://guide.michelin.com/us/en/california/san-francisco/restaurant/state-bird-provisions,"['Fig toast with black sesame balsamic and goat cheese', 'Fried Wolfe Ranch quail', 'Melting chocolate pistachio torte']"
Octavia,https://guide.michelin.com/us/en/california/san-francisco/restaurant/octavia,"['Saffron fettuccine with fennel and garlic', 'Duck with grilled peaches, onions and duck jus', ""Devil's food cake with corn sabayon, candied corn flake, and chocolate ice cream""]"
SPQR,https://guide.michelin.com/us/en/california/san-francisco/restaurant/spqr,"['Beet and ricotta rotolo, pine nut, bull’s blood, red wine cheese', 'Senise pepper campanelle, smoked tomato ragu and Alaskan King crab', 'Tiramisu, espresso, mascarpone, cocoa']"
Lord Stanley,https://guide.michelin.com/us/en/california/san-francisco/restaurant/lord-stanley,"['Sea Urchin Bottarga with House ‘Old Bay’ on a Seaweed Waffle', 'Grilled Wagyu Beef with Celery Root and Red Wine Jus', '‘Bomb de Blanc’ with Champagne, Coconut and Almond Genoise']"
Kinjo,https://guide.michelin.com/us/en/california/san-francisco/restaurant/kinjo,
Sorrel,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sorrel,"['Acquerello Carnaroli risotto,sweetbreads, bone marrow ,matsutake and sudachi', 'Squab, Asian pear, sunchoke, star anise and cranberry', 'Buckwheat, sorghum, Marcona almond and olive oil jam']"
Gary Danko,https://guide.michelin.com/us/en/california/san-francisco/restaurant/gary-danko,"['Risotto with summer vegetables and Dungeness crab', 'Juniper crusted bison with king trumpet mushrooms and cipollini mushrooms', 'Strawberry Souffle']"
Bar Crenn,https://guide.michelin.com/us/en/california/san-francisco/restaurant/bar-crenn,"['Oysters, recipe from Guy Savoy', 'Salmon and potato,an iconic dish from the Troigrois family Chef Pierre Troigrois', 'Apple tart, a creation of pastry chef and business partner, Juan Contreras']"
Spruce,https://guide.michelin.com/us/en/california/san-francisco/restaurant/spruce,"['Oval-shaped ravioli or pancione filled with house made ricotta cheese', 'A roulade of guinea hen breast and sausage made of dark leg meat, duck meat, and pork is tightly rolled with the hen’s skin and roasted', 'Crème fraîche cheesecake']"
Wako,https://guide.michelin.com/us/en/california/san-francisco/restaurant/wako,"['Appetizer assortment', 'Nigiri', 'Their iteration of tiramisu']"
Madcap,https://guide.michelin.com/us/en/california/san-francisco/restaurant/madcap,"['New Caledonia shrimp with cucumber and watermelon juice', 'Sonoma duck breast with stone fruit and butterbean puree', 'Caramel pot de creme with almond streusel and ""river rock""']"
Aubergine,https://guide.michelin.com/us/en/california/monterey/restaurant/aubergine,"['Artichoke tart with white anchovy, honeycomb, mint', 'Ribeye with kohlrabi, sunflower miso', 'Chocolate brownie with marshmallow fluff and cocoa nibs']"
Kenzo,https://guide.michelin.com/us/en/california/san-francisco/restaurant/kenzo,"['Chiba golden eye snapper owan', 'Satsuma wagyu tenderloin kuwayaki', 'Brown sugar panna cotta']"
La Toque,https://guide.michelin.com/us/en/california/san-francisco/restaurant/la-toque,"['Beef loin carpaccio', 'Braised squid with dates', 'Butter crunch cake']"
Bouchon,https://guide.michelin.com/us/en/california/san-francisco/restaurant/bouchon,"['Pâté de Campagne', 'Gigot d’Agneau', 'Profiteroles']"
Auberge du Soleil,https://guide.michelin.com/us/en/california/san-francisco/restaurant/auberge-du-soleil,"['White corn soup with tarragon creme fraiche', 'King salmon with eggplant caponata', 'Local figs with lemon gelee']"
Farmhouse Inn & Restaurant,https://guide.michelin.com/us/en/california/san-francisco/restaurant/farmhouse-inn-restaurant,"['Kanpachi', 'Antelope with huckleberry sauce', 'Chocolate souffle']"
The Kitchen,https://guide.michelin.com/us/en/california/us-sacramento/restaurant/the-kitchen559371,"['Santa Barbara spot prawns with asparagus, fennel, and wild onion', 'Butter-poached tenderloin with green garlic ""cigare""', 'Lemon meringue ""pie"" with mandarinquat marmalade and thyme chantilly']"
Madrona Manor,https://guide.michelin.com/us/en/california/san-francisco/restaurant/madrona-manor,"['Hokkaido scallop crudo', 'King salmon', 'Passion fruit roulade']"
Harbor House,https://guide.michelin.com/us/en/california/san-francisco/restaurant/harbor-house,"['Red abalone roasted in kelp with fermented lettuce', 'Veal smoked over cypress with mushroom jus', 'Seaweed ice cream with battera kombu']"
Shin Sushi,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shin-sushi,"['Sazae no tsuboyaki, Japanese conch grilled in its shell plus accompanying dashi', ""Chef's choice of seasonal fish for sashimi and nigiri"", 'Fruit or mochi']"
Rustic Canyon,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/rustic-canyon,"['English peas with white chocolate and macadamia', 'Autonomy Farms chicken with hot honey and california pecans', 'Buttermilk ice cream with oats and Pudwill’s blueberry']"
Dialogue,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/dialogue,
Kato,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/kato,"['Tapioca fritter with brown butter and soy topped with Santa Barbara uni', 'Trout in every way, lightly poached in olive oil in a sauce of black vinegar and garnished with crispy skin', 'A take on boba made with boniato yam cheese foam and brown butter sable']"
CUT,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/cut559418,"['Butter lettuce salad', 'Tasting of New York sirloin', 'Basque cheesecake']"
Nozawa Bar,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/nozawa-bar,"['Maine lobster nigiri, a tender knob of lobster brushed with soy sauce', 'Yamaimo ume shiso handroll, mountain yam combined with ultra-tart ume and a shiso leaf', 'Tamago']"
Shunji,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shunji,"['Sweet and savory tomato tofu', 'Halibut nigiri with yuzu zest', 'House made toasted tea ice cream']"
Maude,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/maude,"['Bagna cauda of butter and cream, anchovies warmed radishes, turnip, purple carrot, and purple cauliflower', 'Tajarin tossed in rich butter and cream garnished with breasola and fried sage leaf', 'Housemade hot chocolate with toasted Fernet Branca marshmallow served with cookies']"
Mori Sushi,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/mori-sushi,"['Homemade tofu', 'Nigiri', 'Buckwheat ice cream']"
Trois Mec,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/trois-mec,
Osteria Mozza,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/osteria-mozza,"['Tender grilled octopus with potato, chives, celery, green onion and lemon', 'Crispy duck leg with pear mostarda and sautéed Brussels sprouts', 'Bombolini with berry compote and lemon mascarpone']"
Kali,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/kali,"['Black barley risotto with wheatgrass oil, fermented black garlic, and Fiscalini cheese crisp', 'Duck Breast with sweet corn polenta, roasted fig, and Brussels sprouts', 'Meringue gelato with candied egg yolk shavings']"
Le Comptoir,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/le-comptoir,"['Poached egg, seasonal greens from our garden, brown butter, lemon, chives, sourdough bread', 'Asparagus, corn, hon shimeji, apples, savory broth, almonds', 'Donut hole, preserved fruit from the kitchen garden, crème chantilly, chocolate']"
Q Sushi,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/q-sushi,"['Soy cured lean tuna topped with a miso-pasteurized egg vinaigrette', 'Amberjack, onion, soy fresh chives and assorted nigiri', 'Fruit platter']"
Shibumi,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shibumi559644,"['House-made silken tofu with ikura', 'Pork feet and ramen', 'Rice and pickles']"
Hayato,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/hayato,"['Panko fried matsutake mushrooms with sudachi', 'Kinmedai meshi, a family style dish of grilled big eye snapper and top quality sushi rice with mitsuba and pickles', 'Fresh persimmons and cold Asian pears in sake gelee']"
Bistro Na's,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/bistro-na-s,"['Baked golden Dungeness crab with pumpkin', ""Na's spicy chicken"", 'Sweet pea pastry']"
Orsa & Winston,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/orsa-winston,"['Roasted and stuffed quail, nukazuke,carrot cream, tehachapi grain, morels', 'Satsuki porridge with parmesan cream and uni', 'Sfogliatina alla panna and sudachi cream']"
Taco María,https://guide.michelin.com/us/en/california/us-costa-mesa/restaurant/taco-maria,"['Taco de bacalao', 'Mole de cacahuate', 'Atole de cafe']"
Hana re,https://guide.michelin.com/us/en/california/us-costa-mesa/restaurant/hana-re,"['Shirako with cauliflower', 'Yellowtail nigiri', 'Almond panna cotta']"
Addison,https://guide.michelin.com/us/en/california/us-san-diego/restaurant/addison,"['""Chips and dip"": potato croustillants with saffron-lemon crémeux', 'Butter-poached Arctic char with with watercress crust, sauce vin jaune, and mushrooms', 'Lemon and lavender posset with lemon zest and lavender blossoms']"
Parachute,https://guide.michelin.com/us/en/illinois/chicago/restaurant/parachute,"['Clams with chili butter and Chinese sausage', 'Cuttlefish with gochujang and crispy rice', 'Ginseng panna cotta']"
Goosefoot,https://guide.michelin.com/us/en/illinois/chicago/restaurant/goosefoot,"['Diver scallop with lemongrass, coconut, and lobster', 'Angus beef, heirloom squash, aigre-doux, and beurre noisette', 'Pine bud custard, gooseberry, and pine preserved fig']"
Elizabeth,https://guide.michelin.com/us/en/illinois/chicago/restaurant/elizabeth,"['Fresh cheese with sorrel mushroom purée, pea shoots, and elderflower', 'Turbot with beurre monté and white asparagus', 'Matsutake ice cream waffles with maple syrup and plum']"
EL Ideas,https://guide.michelin.com/us/en/illinois/chicago/restaurant/el-ideas,"['A twist on French fries and ice cream', 'Oxtail tortellini', 'Coconut flan with blood orange butterscotch']"
Band of Bohemia,https://guide.michelin.com/us/en/illinois/chicago/restaurant/band-of-bohemia,
Schwa,https://guide.michelin.com/us/en/illinois/chicago/restaurant/schwa,"['Sweet potato tortellini with ham consommé and pecan bubbles', 'Scandinavian pancake orb filled with trout roe, crème fraiche with carbonated berries, freeze dried mandarin orange and tarragon', 'Parsnip pound cake with shiso ice cream, raspberry purée and freeze dried raspberries with white chocolate crumbles and freeze dried meringue']"
Temporis,https://guide.michelin.com/us/en/illinois/chicago/restaurant/temporis,"['Okinawa sweet potato, Bourbon, lime, and anise hyssop', 'Pheasant with Humboldt Fog cheese, soubise, watercress', 'Lemongrass, crispy masago arare, yuzu, shiso']"
Entente,https://guide.michelin.com/us/en/illinois/chicago/restaurant/entente,"['Cured fluke with passion fruit granita', ""Monkfish with Benton's bacon broth"", 'Mango panna cotta']"
Elske,https://guide.michelin.com/us/en/illinois/chicago/restaurant/elske,"['Duck liver tart', 'Grilled leg of venison', 'Blueberries with coffee']"
Dusek's (Board & Beer),https://guide.michelin.com/us/en/illinois/chicago/restaurant/dusek-s-board-beer,
Roister,https://guide.michelin.com/us/en/illinois/chicago/restaurant/roister,
Boka,https://guide.michelin.com/us/en/illinois/chicago/restaurant/boka,"['Ricotta dumpling with broccoli, goat gouda, fried garlic', 'Short rib with broccoli, beef tongue, and beets', 'Hazelnut chocolate mousse with coffee praline and toasted milk']"
Blackbird,https://guide.michelin.com/us/en/illinois/chicago/restaurant/blackbird,
Sepia,https://guide.michelin.com/us/en/illinois/chicago/restaurant/sepia,"['Apple and celery root soup, almonds, brown butter, lobster beignet', 'Berkshire pork tenderloin and belly, endive, potato, cider, smoke', 'Funnel cake, peaches, plums, pine nuts, umeboshi, sweet corn ice cream']"
North Pond,https://guide.michelin.com/us/en/illinois/chicago/restaurant/north-pond,"['Pretzel-crusted sea scallop with pretzel spaetzle, poached pears, red cabbage, and smoked pecan butter', 'Fluke with Meyer lemon-hazelnut romesco, fennel candy, and cipollini onions', 'Carrot cake pudding, carrot-citrus sorbet, spiced pecans, and beet-berry emulsion']"
Everest,https://guide.michelin.com/us/en/illinois/chicago/restaurant/everest,
Topolobampo,https://guide.michelin.com/us/en/illinois/chicago/restaurant/topolobampo,"['Ceviche seco', 'Wagyu short rib in ancho broth', 'Rajas con crema']"
Spiaggia,https://guide.michelin.com/us/en/illinois/chicago/restaurant/spiaggia,"['Tortellini in brodo', 'Porchetta with salsa verde and asparagus tips', 'Rhurbarb cheesecake with strawberries']"
Monte,https://guide.michelin.com/hr/en/istria/rovinj/restaurant/monte,"['Omega 3- three preparations of Northern Adriatic fish', 'Suckling pig, lentils, yellow cabbage, pork rind', 'Apple & Rose- rose ice cream, apple mousse, candied rose petals']"
Draga di Lovrana,https://guide.michelin.com/hr/en/primorje-gorski-kotar/lovran/restaurant/draga-di-lovrana,"['Boškarin (indigenous breed of Istrian cattle), local type of pasta, beef tail, truffles, pear', 'Lamb back straps, polenta, eggplant, pine nuts, garlic', 'Baked apple terrine, hazelnut praline paste, vanilla bourbon cream, candied biscuit, chocolate with spices']"
Noel,https://guide.michelin.com/hr/en/zagreb-region/zagreb/restaurant/noel,"['Zagorski Štrukli with Istrian truffles', 'Wild fish, young beans, yuzu, beurre blanc', 'Apple, rosemary, passion fruit']"
Pelegrini,https://guide.michelin.com/hr/en/sibenik-knin/sibenik/restaurant/pelegrini,"['Carrot mussels and sausage', 'Chicken tingul', 'Fig and ricotta']"
360º,https://guide.michelin.com/hr/en/dubrovnik-neretva/dubrovnik/restaurant/360%C2%BA,"['Two textures of scallops and turnip: turnip creamy base with slightly seared scallops, sour turnip disc and marinated scallops carpaccio in lime juice, crunchy quinoa chips and thick onion soup', 'Pan seared duck breast, soy sauce glaze, Jerusalem artichoke purée, sour onion filled with duck confit, croutons and anchovies foam', 'Milky chocolate velouté base, Kadaif filled with cooked pear in timut pepper and vanilla, Tonka cream, homemade vanilla and oat ice cream']"
Field,https://guide.michelin.com/cz/en/prague/praha/restaurant/field,"['Goose liver, wine spirit, cherry and pistachio', 'Pike perch with kohlrabi, horseradish and quinoa', 'Sea buckthorn, juniper, bergamot and beze']"
La Degustation Bohême Bourgeoise,https://guide.michelin.com/cz/en/prague/praha/restaurant/la-degustation-boheme-bourgeoise,"['Beef tartare with bread chips', 'Dumpling with white cabbage and rabbit', 'Brioche with honey and cinnamon']"
Gastromé,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/gastrome,"['Langoustine with cauliflower and brown butter', 'Pork belly with cabbage, walnut and honey', 'Chocolate and mocca']"
Domestic,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/domestic,"['Lobster with cucumber and pumpkin vinegar', 'Aged pork neck with onions and herbs', 'Buttermilk ice cream with pine and gooseberries']"
Substans,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/substans,
Frederikshøj,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/frederikshoj,"['Lobster with tomato and lovage', 'Flank of rib-eye, carrots and bone marrow', ""Cherries 'à la WH'""]"
Me‚Mu,https://guide.michelin.com/dk/en/vejle/restaurant/me%E2%80%9Amu,
Ti Trin Ned,https://guide.michelin.com/dk/en/southern-denmark/fredericia/restaurant/ti-trin-ned,"['Seasonal vegetables with herb broth', 'Pork from Ladegaard with stuffed morels', 'Blackcurrant leaf sorbet with yoghurt and mint oil']"
Slotskøkkenet,https://guide.michelin.com/dk/en/zealand/horve/restaurant/slotskokkenet,"[""Today's harvest with oysters and sea pearls"", 'Grilled asparagus with wild plants from the garden and sorrel emulsion', ""'The Marsh' bog oak ice cream with parsnip and chocolate""]"
Søllerød Kro,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/sollerod-kro,"['Caviar, oyster and caramelised cream', 'Pigeon with morels, roses and blackcurrant', 'Pistachio, thyme and hay milk']"
Jordnær,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/jordnaer,"['Langoustine, tomato with olive oil', 'Norwegian king crab, mussels, tarragon', '""Baba au Rhum""']"
Relæ,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/relae,
Kiin Kiin,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kiin-kiin,"['Tom Yam soup, lobster and galangal', 'Braised pork with five spiced shiitake consommé', 'Lemon foam and Thai basil']"
formel B,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/formel-b,"['Steamed cod with pistachio, mint and courgettes', 'Roasted mallard with grilled yellow beet and duck sauce', 'Myrica sorbet with crispy apples, frozen kefir cream']"
Kokkeriet,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kokkeriet,"['Langoustine, turnip and apple', 'Quail, onion and thyme', 'Blackcurrant, rosehip and tarragon']"
Clou,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/clou,
Marchal,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/marchal,"['Brown crab tart with kohlrabi', 'Pigeon in puff pastry and blackcurrant sauce', 'Apple cake with vanilla sour cream']"
Kong Hans Kælder,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kong-hans-kaelder,"['Roasted turbot with spinach & red wine sauce', 'Monkfish Wellington with artichoke & blanquette sauce', ""Dessert trolley 'à la Kong Hans'""]"
Stud!o at The Standard,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/stud-o-at-the-standard,
108,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/108,
Era Ora,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/era-ora,
Alouette,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/alouette,"['Turbot, bone sauce, lemon skin oil', 'Aged Danish dairy cow, nasturtium, black garlic', 'Young pine, strawberries every way']"
Frederiksminde,https://guide.michelin.com/dk/en/zealand/praesto/restaurant/frederiksminde,"['Kohlrabi with gammel knas cheese, sesame, and sour cream', 'Dehydrated white cabbage with caviar and hazelnut oil', ""Sorrel sorbet with sheep's milk yoghurt and woodruff oil""]"
Kadeau Bornholm,https://guide.michelin.com/dk/en/capital-region/pedersker/restaurant/kadeau-bornholm,"['Crispy potatoes with peas, blackcurrant and sauerkraut', 'Hot and cold smoked salmon with caramelised whey and roses', ""Goat's milk ice cream and with salted caramel and honey""]"
Ask,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/ask,
Grön,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/gron,"['Flatbread topped with smoked beef bone marrow', 'Pike-perch with summer cabbage, ramson leaves and beurre blanc', 'Pine bark ice cream with blueberries and pine syrup']"
Demo,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/demo,"['Veal sweetbread with ceps and sauce espagnole', 'Pan-fried sturgeon, roasted cauliflower and caviar', 'Blueberry tartlet with fromage blanc ice cream']"
Olo,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/olo,"['Goose liver with beetroot, raspberry and blueberry', 'Saddle of lamb with forest mushrooms and aromatic broth', 'Sourdough pancake glazed with honey and fresh berries']"
